a_type_1,a_type_2,a_hp,a_attack,a_defense,a_sp_atk,a_sp_def,a_speed,a_generation,a_legendary,b_type_1,b_type_2,b_hp,b_attack,b_defense,b_sp_atk,b_sp_def,b_speed,b_generation,b_legendary,did_a_win,pair_key
Steel,Ground,75,85,200,55,65,30,2,0,Grass,Poison,60,62,63,80,80,60,1,0,1,Ivysaur_vs_Steelix
Water,Dark,95,155,109,70,130,81,1,0,Bug,Water,40,30,32,50,52,65,3,0,1,Mega Gyarados_vs_Surskit
Ground,,60,85,40,30,45,68,5,0,Dark,,41,50,37,50,37,66,5,0,1,Drilbur_vs_Purrloin
Ghost,Poison,60,65,60,130,75,110,1,0,Normal,,105,125,100,60,100,100,1,0,0,Gengar_vs_Mega Kangaskhan
Grass,Poison,50,60,45,100,80,65,3,0,Fighting,,67,82,62,46,48,43,6,0,1,Pancham_vs_Roselia
Water,,100,100,90,150,140,90,3,1,Rock,,70,105,105,50,40,20,5,0,1,Boldore_vs_Kyogre
Rock,Bug,45,95,50,40,50,75,3,0,Psychic,,76,25,45,67,55,24,5,0,1,Anorith_vs_Munna
Water,,90,75,75,90,100,70,2,0,Rock,Ground,40,80,100,30,30,20,1,0,1,Geodude_vs_Politoed
Poison,,60,85,69,65,79,80,1,0,Ice,Flying,90,85,100,95,125,85,1,1,0,Arbok_vs_Articuno
Water,,100,150,90,180,160,90,3,1,Psychic,Grass,100,100,100,100,100,100,2,0,0,Celebi_vs_Primal Kyogre
Steel,Dragon,100,120,120,150,100,90,4,1,Psychic,,50,95,90,95,90,180,3,1,0,Deoxys Speed Forme_vs_Dialga
Poison,Fighting,48,61,40,61,40,50,4,0,Fire,Fighting,60,85,60,85,60,55,3,0,0,Combusken_vs_Croagunk
Water,Dark,70,120,40,95,40,95,3,0,Dark,Fighting,65,90,115,45,115,58,5,0,1,Scrafty_vs_Sharpedo
Water,Ice,50,95,180,85,45,70,1,0,Water,,130,65,60,110,95,65,1,0,1,Cloyster_vs_Vaporeon
Fire,Flying,78,104,78,159,115,100,1,0,Dragon,Ice,125,120,90,170,100,95,5,1,1,Kyurem White Kyurem_vs_Mega Charizard Y
Ice,,36,50,50,65,60,44,5,0,Fire,Psychic,105,30,105,140,105,55,5,0,0,Darmanitan Zen Mode_vs_Vanillite
Electric,,70,75,80,135,80,135,3,0,Electric,,80,120,79,95,79,70,4,0,1,Luxray_vs_Mega Manectric
Ghost,Flying,150,80,44,90,54,80,4,0,Dark,Steel,65,125,100,60,70,70,5,0,1,Bisharp_vs_Drifblim
Water,,71,73,88,120,89,59,6,0,Psychic,,116,55,85,107,95,29,5,0,1,Clawitzer_vs_Musharna
Poison,,40,65,95,60,45,35,1,0,Fighting,Psychic,30,40,55,40,55,60,3,0,0,Koffing_vs_Meditite
Bug,Poison,40,55,99,40,79,47,5,0,Normal,,160,110,65,65,110,30,1,0,1,Snorlax_vs_Whirlipede
Fighting,,65,105,60,60,70,95,1,0,Fairy,,62,48,66,59,57,49,6,0,1,Primeape_vs_Swirlix
Fairy,,44,38,39,61,79,42,6,0,Electric,,70,75,80,135,80,135,3,0,0,Flabb_vs_Mega Manectric
Ice,,95,110,80,70,80,50,5,0,Bug,Poison,40,60,40,40,40,30,2,0,1,Beartic_vs_Spinarak
Psychic,Fairy,40,45,65,100,120,90,1,0,Dragon,,65,95,100,60,50,50,3,0,1,Mr Mime_vs_Shelgon
Fighting,,70,80,50,35,35,35,1,0,Water,Flying,65,40,70,80,140,70,2,0,0,Machop_vs_Mantine
Fairy,,44,38,39,61,79,42,6,0,Steel,Dragon,100,120,120,150,100,90,4,1,0,Dialga_vs_Flabb
Fighting,,120,100,85,30,85,45,5,0,Normal,Flying,100,50,50,76,96,70,2,0,0,Noctowl_vs_Throh
Normal,Flying,45,50,43,40,38,62,6,0,Normal,,135,85,40,40,85,5,4,0,0,Fletchling_vs_Munchlax
Normal,,85,76,64,45,55,90,2,0,Fire,,45,75,37,70,55,83,2,0,1,Furret_vs_Magby
Bug,,50,35,55,25,25,15,3,0,Bug,Electric,50,47,50,57,50,65,5,0,0,Joltik_vs_Silcoon
Dark,Fire,75,90,50,110,80,95,2,0,Grass,Fighting,91,90,72,90,129,108,5,1,0,Houndoom_vs_Virizion
Fire,,65,130,60,95,110,65,1,0,Rock,Ice,77,59,50,67,63,46,6,0,1,Amaura_vs_Flareon
Psychic,Fairy,20,25,45,70,90,60,4,0,Psychic,,95,23,48,23,48,23,3,0,1,Mime Jr_vs_Wynaut
Normal,,38,30,41,30,41,60,3,0,Fire,,65,100,70,80,80,105,1,0,0,Rapidash_vs_Zigzagoon
Bug,Steel,70,135,105,60,105,20,5,0,Water,Dragon,90,120,100,150,120,100,4,1,0,Escavalier_vs_Palkia
Water,Dark,45,90,20,65,20,65,3,0,Electric,,60,50,40,85,75,95,3,0,0,Carvanha_vs_Plusle
Grass,,45,35,50,70,50,30,5,0,Fire,Dragon,78,130,111,130,85,100,1,0,0,Mega Charizard X_vs_Petilil
Psychic,Flying,55,45,43,55,43,72,5,0,Ghost,,64,115,65,83,63,65,3,0,1,Banette_vs_Woobat
Fire,Psychic,75,69,72,114,100,104,6,0,Ice,Psychic,45,30,15,85,65,65,2,0,1,Delphox_vs_Smoochum
Electric,Flying,50,65,107,105,107,86,4,0,Water,Dark,63,120,85,90,55,55,3,0,1,Crawdaunt_vs_Fan Rotom
Normal,,110,160,110,80,110,100,4,1,Grass,Psychic,60,40,80,60,45,40,1,0,1,Exeggcute_vs_Regigigas
Grass,Poison,75,80,85,110,90,50,1,0,Water,,50,53,48,53,48,64,5,0,0,Panpour_vs_Vileplume
Water,Ground,50,48,43,46,41,60,3,0,Bug,Steel,71,120,95,120,95,99,5,0,0,Barboach_vs_Genesect
Dragon,Ground,108,100,121,81,95,95,6,1,Grass,,65,110,130,60,65,95,4,0,0,Leafeon_vs_Zygarde Half Forme
Ghost,,45,100,135,65,135,45,4,0,Grass,Dragon,70,110,75,145,85,145,3,0,0,Dusknoir_vs_Mega Sceptile
Electric,,90,75,85,115,90,55,2,0,Dark,Ghost,50,75,75,65,65,50,3,0,0,Ampharos_vs_Sableye
Water,,100,100,90,150,140,90,3,1,Dark,,70,90,70,60,60,70,3,0,1,Kyogre_vs_Mightyena
Fire,Fighting,90,93,55,70,55,55,5,0,Grass,Flying,55,45,50,45,65,80,2,0,0,Pignite_vs_Skiploom
Rock,,80,100,200,50,100,50,3,1,Dragon,Ground,58,70,45,40,45,42,4,0,1,Gible_vs_Regirock
Poison,,70,43,53,43,53,40,3,0,Rock,Steel,30,42,118,42,88,30,4,0,1,Gulpin_vs_Shieldon
Grass,Psychic,95,95,85,125,65,55,1,0,Steel,,80,75,150,75,150,50,3,1,1,Exeggutor_vs_Registeel
Normal,,65,60,70,85,75,40,1,0,Steel,Fighting,91,90,129,90,72,108,5,1,0,Cobalion_vs_Porygon
Psychic,Flying,55,45,43,55,43,72,5,0,Bug,Flying,55,35,50,55,110,85,2,0,0,Ledian_vs_Woobat
Electric,,70,75,60,105,60,105,3,0,Psychic,,48,72,48,72,48,48,2,0,1,Manectric_vs_Unown
Water,,170,90,45,90,45,60,3,0,Grass,,45,35,50,70,50,30,5,0,1,Petilil_vs_Wailord
Dark,Flying,110,65,105,55,95,80,5,0,Psychic,,75,75,130,75,130,95,4,1,1,Mandibuzz_vs_Uxie
Ghost,Dark,50,92,108,92,108,35,4,0,Poison,,35,60,44,40,54,55,1,0,0,NidoranF_vs_Spiritomb
Grass,Flying,100,103,75,120,75,127,4,1,Fire,Water,80,110,120,130,90,70,6,1,1,Shaymin Sky Forme_vs_Volcanion
Fire,,44,58,44,58,44,61,4,0,Normal,,105,125,100,60,100,100,1,0,0,Chimchar_vs_Mega Kangaskhan
Ghost,Grass,85,100,122,58,75,54,6,0,Electric,,60,90,55,90,80,110,1,0,0,Gourgeist Super Size_vs_NidoranM
Psychic,Fighting,106,190,100,154,100,130,1,1,Normal,,65,80,65,35,65,60,5,0,1,Herdier_vs_Mega Mewtwo X
Psychic,,60,45,70,75,85,55,5,0,Psychic,,65,50,70,95,80,65,3,0,0,Chimecho_vs_Gothorita
Fairy,Flying,85,50,95,120,115,80,4,0,Psychic,,50,180,20,180,20,150,3,1,0,DeoxysAttack Forme_vs_Togekiss
Ghost,,40,70,130,60,130,25,3,0,Grass,Fighting,88,107,122,74,75,64,6,0,0,Chesnaught_vs_Dusclops
Bug,,80,70,40,100,60,145,5,0,Ice,Flying,45,55,45,65,45,75,2,0,1,Accelgor_vs_Delibird
Ghost,,64,165,75,93,83,75,3,0,Normal,Fighting,65,136,94,54,96,135,4,0,0,Mega Banette_vs_Mega Lopunny
Water,,30,45,55,70,55,85,1,0,Poison,,35,60,44,40,54,55,1,0,1,NidoranF_vs_Staryu
Normal,Flying,45,40,60,40,75,50,3,0,Grass,,75,98,63,98,63,101,5,0,0,Simisage_vs_Swablu
Psychic,,25,20,15,105,55,90,1,0,Steel,Fighting,91,90,129,90,72,108,5,1,0,Abra_vs_Cobalion
Electric,,70,75,60,105,60,105,3,0,Electric,,60,45,70,45,90,95,4,0,1,Manectric_vs_Pachirisu
Bug,Steel,70,135,105,60,105,20,5,0,Normal,Water,79,85,60,55,60,71,4,0,0,Bibarel_vs_Escavalier
Dark,Fire,45,60,30,80,50,65,2,0,Ghost,,64,165,75,93,83,75,3,0,0,Houndour_vs_Mega Banette
Water,,55,84,105,114,75,52,3,0,Water,,79,103,120,135,115,78,1,0,0,Gorebyss_vs_Mega Blastoise
Rock,Water,70,60,125,115,70,55,1,0,Fire,,65,63,45,45,45,45,5,0,1,Omastar_vs_Tepig
Water,Dark,63,120,85,90,55,55,3,0,Electric,,85,115,80,105,80,50,5,0,1,Crawdaunt_vs_Eelektross
Ghost,Dark,50,92,108,92,108,35,4,0,Water,,75,75,60,83,60,60,5,0,0,Dewott_vs_Spiritomb
Rock,Ground,70,84,70,65,70,51,2,0,Ghost,Dragon,150,120,100,120,100,90,4,1,0,Giratina Origin Forme_vs_Pupitar
Grass,,75,98,63,98,63,101,5,0,Psychic,Flying,67,57,55,77,55,114,5,0,0,Simisage_vs_Swoobat
Dark,Ghost,50,85,125,85,115,20,3,0,Steel,Ghost,60,50,150,50,150,60,6,0,0,Aegislash Shield Forme_vs_Mega Sableye
Bug,Poison,40,35,30,20,20,50,1,0,Rock,Flying,75,140,65,112,65,110,5,0,0,Archeops_vs_Weedle
Poison,,70,62,67,55,55,56,1,0,Fairy,Flying,55,40,85,80,105,40,2,0,1,Nidorina_vs_Togetic
Dark,Fire,75,90,50,110,80,95,2,0,Ice,Water,70,40,50,55,50,25,3,0,1,Houndoom_vs_Spheal
Flying,,79,100,80,110,90,121,5,1,Dark,Fighting,65,90,115,45,115,58,5,0,1,Scrafty_vs_Tornadus Therian Forme
Rock,Flying,75,140,65,112,65,110,5,0,Ghost,Grass,59,66,70,44,55,41,6,0,1,Archeops_vs_Pumpkaboo Super Size
Water,Psychic,95,75,110,100,80,30,1,0,Water,,130,65,60,110,95,65,1,0,0,Slowbro_vs_Vaporeon
Psychic,,74,48,76,83,81,104,6,0,Steel,Ground,75,125,230,55,95,30,2,0,0,Mega Steelix_vs_Meowstic Female
Normal,Fairy,103,60,126,80,126,50,5,0,Rock,Ground,50,64,50,45,50,41,2,0,1,Larvitar_vs_Mega Audino
Ghost,Poison,60,65,60,130,75,110,1,0,Water,,59,63,80,65,80,58,1,0,1,Gengar_vs_Wartortle
Water,Ice,50,95,180,85,45,70,1,0,Dragon,Ice,125,120,90,170,100,95,5,1,0,Cloyster_vs_Kyurem White Kyurem
Bug,Flying,65,155,120,65,90,105,1,0,Ground,,68,72,78,38,42,32,4,0,1,Hippopotas_vs_Mega Pinsir
Grass,Poison,80,100,123,122,120,80,1,0,Bug,Flying,55,35,50,55,110,85,2,0,0,Ledian_vs_Mega Venusaur
Bug,,38,35,40,27,25,35,6,0,Electric,,75,123,67,95,85,95,4,0,0,Electivire_vs_Scatterbug
Normal,Flying,76,65,45,92,42,91,4,0,Electric,,35,55,40,45,40,60,5,0,1,Chatot_vs_Tynamo
Fighting,Flying,78,92,75,74,63,118,6,0,Water,Flying,95,125,79,60,100,81,1,0,1,Gyarados_vs_Hawlucha
Water,,30,105,90,25,25,50,1,0,Normal,,100,5,5,15,65,30,4,0,1,Happiny_vs_Krabby
Bug,,50,40,85,40,65,25,5,0,Fairy,,101,72,72,99,89,29,6,0,0,Aromatisse_vs_Shelmet
Water,Psychic,95,75,110,100,80,30,1,0,Psychic,,75,75,75,125,95,40,5,0,0,Beheeyem_vs_Slowbro
Bug,Poison,45,25,50,25,25,35,1,0,Poison,Dark,103,93,67,71,61,84,4,0,0,Kakuna_vs_Skuntank
Ice,,50,50,50,50,50,50,3,0,Bug,Flying,60,70,50,100,50,65,3,0,0,Beautifly_vs_Snorunt
Bug,Steel,70,150,140,65,100,75,2,0,Bug,Electric,70,77,60,97,60,108,5,0,0,Galvantula_vs_Mega Scizor
Psychic,Flying,40,50,45,70,45,70,2,0,Ground,,90,120,120,60,60,50,2,0,1,Donphan_vs_Natu
Grass,Poison,60,70,65,125,105,90,4,0,Poison,Flying,75,80,70,65,75,90,1,0,0,Golbat_vs_Roserade
Steel,Ghost,59,110,150,45,49,35,6,0,Grass,Poison,65,90,50,85,45,55,1,0,0,Doublade_vs_Weepinbell
Electric,Flying,79,115,70,125,80,111,5,1,Steel,Rock,70,110,180,60,60,50,3,0,1,Aggron_vs_Thundurus Incarnate Forme
Steel,Ghost,60,150,50,150,50,60,6,0,Water,,30,65,100,45,25,40,1,0,0,Aegislash Blade Forme_vs_Shellder
Ghost,Grass,85,110,76,65,82,56,6,0,Grass,Poison,80,100,123,122,120,80,1,0,0,Mega Venusaur_vs_Trevenant
Normal,Flying,85,120,70,50,60,100,4,0,Normal,Flying,60,85,60,50,50,125,3,0,0,Staraptor_vs_Swellow
Ghost,,64,165,75,93,83,75,3,0,Normal,,80,80,80,55,55,90,3,0,0,Mega Banette_vs_Vigoroth
Dragon,,45,75,60,40,30,50,3,0,Rock,Water,35,40,100,90,55,35,1,0,1,Bagon_vs_Omanyte
Rock,Ground,40,80,100,30,30,20,1,0,Dark,,60,105,60,120,60,105,5,0,0,Geodude_vs_Zoroark
Water,Fairy,100,50,80,60,80,50,2,0,Bug,Water,40,30,32,50,52,65,3,0,0,Azumarill_vs_Surskit
Grass,,75,89,85,55,65,36,4,0,Poison,Dark,103,93,67,71,61,84,4,0,0,Grotle_vs_Skuntank
Normal,,60,85,69,60,69,77,5,0,Fire,,40,40,40,70,40,20,2,0,1,Slugma_vs_Watchog
Electric,Fairy,67,58,57,81,67,101,6,0,Fire,,75,98,63,98,63,101,5,0,0,Dedenne_vs_Simisear
Grass,,40,40,50,30,30,30,3,0,Normal,,85,80,70,135,75,90,4,0,0,PorygonZ_vs_Seedot
Dark,Dragon,72,85,70,65,70,58,5,0,Rock,Flying,55,112,45,74,45,70,5,0,0,Archen_vs_Zweilous
Electric,Flying,79,115,70,125,80,111,5,1,Normal,Flying,60,30,30,36,56,50,2,0,1,Hoothoot_vs_Thundurus Incarnate Forme
Dragon,Ground,58,70,45,40,45,42,4,0,Fire,Fighting,76,104,71,104,71,108,4,0,0,Gible_vs_Infernape
Fighting,,120,100,85,30,85,45,5,0,Ghost,,64,115,65,83,63,65,3,0,0,Banette_vs_Throh
Water,,85,105,55,85,50,115,4,0,Ground,Psychic,40,40,55,40,70,55,3,0,1,Baltoy_vs_Floatzel
Water,,50,50,40,50,40,64,5,0,Water,,55,65,35,60,30,85,4,0,0,Buizel_vs_Tympole
Grass,Flying,75,55,70,55,95,110,2,0,Rock,Water,72,105,115,54,86,68,6,0,1,Barbaracle_vs_Jumpluff
Water,,65,65,65,50,50,90,1,0,Fire,,75,98,63,98,63,101,5,0,0,Poliwhirl_vs_Simisear
Normal,,103,60,86,60,86,50,5,0,Water,,55,130,115,50,50,75,1,0,0,Audino_vs_Kingler
Ghost,Poison,60,65,80,170,95,130,1,0,Water,,85,105,100,79,83,78,2,0,1,Feraligatr_vs_Mega Gengar
Steel,,80,75,150,75,150,50,3,1,Ground,,100,150,140,100,90,90,3,1,0,Groudon_vs_Registeel
Normal,Flying,65,90,65,61,61,100,1,0,Grass,,60,40,60,40,60,35,3,0,1,Fearow_vs_Shroomish
Fairy,,95,65,65,110,130,60,6,0,Fire,,75,98,63,98,63,101,5,0,0,Simisear_vs_Sylveon
Ghost,,64,115,65,83,63,65,3,0,Bug,Steel,71,120,95,120,95,99,5,0,0,Banette_vs_Genesect
Water,,170,90,45,90,45,60,3,0,Bug,Ghost,1,90,45,30,30,40,3,0,0,Shedinja_vs_Wailord
Water,,85,105,100,79,83,78,2,0,Grass,,45,49,65,49,65,45,2,0,1,Chikorita_vs_Feraligatr
Rock,,70,105,105,50,40,20,5,0,Electric,,60,40,50,75,85,95,3,0,1,Boldore_vs_Minun
Psychic,Fighting,68,165,95,65,115,110,4,0,Water,,53,51,53,61,56,40,4,0,1,Mega Gallade_vs_Piplup
Fire,,65,63,45,45,45,45,5,0,Grass,Poison,60,65,70,85,75,40,1,0,1,Gloom_vs_Tepig
Poison,,80,95,82,60,82,75,5,0,Normal,,104,91,63,91,73,68,3,0,1,Exploud_vs_Garbodor
Steel,Fairy,57,80,91,80,87,75,6,0,Psychic,,190,33,58,33,58,33,2,0,1,Klefki_vs_Wobbuffet
Grass,,100,100,100,100,100,100,4,1,Fire,Normal,86,68,72,109,66,106,6,0,0,Pyroar_vs_Shaymin Land Forme
Rock,,70,105,105,50,40,20,5,0,Rock,Psychic,70,95,85,55,65,70,3,0,0,Boldore_vs_Solrock
Water,,53,51,53,61,56,40,4,0,Rock,Psychic,70,95,85,55,65,70,3,0,0,Piplup_vs_Solrock
Normal,,73,115,60,60,60,90,3,0,Poison,,55,47,52,40,40,41,1,0,1,Nidoran_vs_Zangoose
Psychic,,50,180,20,180,20,150,3,1,Fire,Flying,78,104,78,159,115,100,1,0,1,DeoxysAttack Forme_vs_Mega Charizard Y
Fighting,Psychic,30,40,55,40,55,60,3,0,Normal,Flying,50,55,50,36,30,43,5,0,1,Meditite_vs_Pidove
Psychic,,75,75,75,125,95,40,5,0,Rock,Grass,86,81,97,81,107,43,3,0,0,Beheeyem_vs_Cradily
Psychic,,55,55,55,85,55,30,5,0,Poison,Flying,85,90,80,70,80,130,2,0,0,Crobat_vs_Elgyem
Grass,Dark,70,70,40,60,40,60,3,0,Fairy,Flying,55,40,85,80,105,40,2,0,1,Nuzleaf_vs_Togetic
Fighting,,50,95,95,35,110,70,2,0,Electric,,65,85,70,75,70,40,5,0,1,Eelektrik_vs_Hitmontop
Fire,,39,52,43,60,50,65,2,0,Ice,Psychic,65,50,35,115,95,95,1,0,0,Cyndaquil_vs_Jynx
Electric,,35,55,40,50,50,90,1,0,Bug,Fire,85,60,65,135,105,100,5,0,0,Pikachu_vs_Volcarona
Ground,Fire,100,180,160,150,90,90,3,1,Water,Dark,70,140,70,110,65,105,3,0,0,Mega Sharpedo_vs_Primal Groudon
Water,Rock,55,55,85,65,85,35,2,0,Grass,Poison,114,85,70,85,80,30,5,0,1,Amoonguss_vs_Corsola
Fairy,,70,45,48,60,65,35,1,0,Rock,,67,125,40,30,30,58,4,0,0,Clefairy_vs_Cranidos
Water,,75,75,60,83,60,60,5,0,Dragon,,61,84,65,70,70,70,1,0,0,Dewott_vs_Dragonair
Water,,65,65,65,50,50,90,1,0,Psychic,,80,45,65,90,110,80,3,0,1,Grumpig_vs_Poliwhirl
Fairy,,44,38,39,61,79,42,6,0,Ghost,Fire,50,30,55,65,55,20,5,0,1,Flabb_vs_Litwick
Ice,,51,65,65,80,75,59,5,0,Rock,Ground,80,120,130,55,65,45,1,0,1,Golem_vs_Vanillish
Water,Poison,40,40,35,50,100,70,1,0,Water,Flying,95,125,79,60,100,81,1,0,0,Gyarados_vs_Tentacool
Rock,Water,70,60,125,115,70,55,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,0,Hoopa Confined_vs_Omastar
Poison,Water,50,60,60,60,60,30,6,0,Bug,Grass,60,95,80,60,80,30,1,0,0,Parasect_vs_Skrelp
Rock,Ground,35,45,160,30,45,70,1,0,Fire,,70,90,45,15,45,50,5,0,1,Darumaka_vs_Onix
Psychic,,48,72,48,72,48,48,2,0,Normal,,104,91,63,91,73,68,3,0,0,Exploud_vs_Unown
Dragon,,76,147,90,60,70,97,5,0,Fighting,,105,140,95,55,65,45,5,0,1,Conkeldurr_vs_Haxorus
Water,Ground,70,85,70,60,70,50,3,0,Psychic,Fairy,28,25,25,45,35,40,3,0,1,Marshtomp_vs_Ralts
Dragon,,68,75,53,83,113,60,6,0,Bug,,65,73,55,47,75,85,3,0,0,Sliggoo_vs_Volbeat
Ground,Ghost,89,124,80,55,80,55,5,0,Poison,,100,73,83,73,83,55,3,0,0,Golurk_vs_Swalot
Steel,Fairy,50,105,125,55,95,50,3,0,Bug,,45,22,60,27,30,29,6,0,1,Mega Mawile_vs_Spewpa
Ghost,Dragon,150,120,100,120,100,90,4,1,Rock,Ground,80,120,130,55,65,45,1,0,1,Giratina Origin Forme_vs_Golem
Normal,,64,51,23,51,23,28,3,0,Psychic,,55,55,55,85,55,30,5,0,0,Elgyem_vs_Whismur
Dark,Steel,65,125,100,60,70,70,5,0,Grass,,45,35,50,70,50,30,5,0,1,Bisharp_vs_Petilil
Psychic,,76,25,45,67,55,24,5,0,Bug,,50,20,55,25,25,30,1,0,0,Metapod_vs_Munna
Water,Dark,45,90,20,65,20,65,3,0,Water,,55,84,105,114,75,52,3,0,1,Carvanha_vs_Gorebyss
Fire,,85,97,66,105,66,65,5,0,Normal,Flying,40,55,30,30,30,85,3,0,0,Heatmor_vs_Taillow
Grass,,75,98,63,98,63,101,5,0,Fire,,50,85,55,65,65,90,1,0,1,Ponyta_vs_Simisage
Fire,,73,76,75,81,100,100,1,0,Fighting,,45,85,50,55,50,65,5,0,1,Mienfoo_vs_Ninetales
Dark,Steel,65,125,100,60,70,70,5,0,Electric,Normal,44,38,33,61,43,70,6,0,0,Bisharp_vs_Helioptile
Poison,Bug,40,50,90,30,55,65,4,0,Ghost,Flying,90,50,34,60,44,70,4,0,0,Drifloon_vs_Skorupi
Ghost,,58,50,145,95,105,30,5,0,Fairy,,90,120,75,60,60,45,2,0,0,Cofagrigus_vs_Granbull
Electric,,85,115,80,105,80,50,5,0,Dragon,Ground,108,100,121,81,95,95,6,1,0,Eelektross_vs_Zygarde Half Forme
Dragon,Ground,68,90,65,50,55,82,4,0,Electric,Flying,90,90,85,125,90,100,1,1,0,Gabite_vs_Zapdos
Ghost,,44,75,35,63,33,45,3,0,Ghost,Grass,43,70,48,50,60,38,6,0,1,Phantump_vs_Shuppet
Poison,Ground,90,92,87,75,85,76,1,0,Fire,,105,140,55,30,55,95,5,0,0,Darmanitan Standard Mode_vs_Nidoqueen
Fire,Fighting,90,93,55,70,55,55,5,0,Water,,30,65,100,45,25,40,1,0,1,Pignite_vs_Shellder
Fighting,,75,125,75,30,75,85,5,0,Water,,80,92,65,65,80,68,1,0,1,Sawk_vs_Seaking
Psychic,Fighting,106,190,100,154,100,130,1,1,Grass,Flying,55,45,50,45,65,80,2,0,1,Mega Mewtwo X_vs_Skiploom
Dragon,Ground,108,100,121,81,95,95,6,1,Water,,35,65,35,65,35,65,2,0,1,Remoraid_vs_Zygarde Half Forme
Psychic,,65,65,60,130,95,110,2,0,Grass,,61,78,95,56,58,57,6,0,1,Espeon_vs_Quilladin
Bug,,50,20,55,25,25,30,1,0,Fire,,50,85,55,65,65,90,1,0,0,Metapod_vs_Ponyta
Water,Dark,70,120,40,95,40,95,3,0,Normal,,73,115,60,60,60,90,3,0,1,Sharpedo_vs_Zangoose
Normal,Flying,35,85,45,35,35,75,1,0,Rock,,30,45,135,45,90,30,3,0,1,Doduo_vs_Nosepass
Steel,Rock,60,90,140,50,50,40,3,0,Normal,,85,80,90,105,95,60,2,0,0,Lairon_vs_Porygon2
Poison,,40,65,95,60,45,35,1,0,Water,,85,105,55,85,50,115,4,0,0,Floatzel_vs_Koffing
Ghost,,40,70,130,60,130,25,3,0,Ice,Flying,45,55,45,65,45,75,2,0,0,Delibird_vs_Dusclops
Psychic,,95,23,48,23,48,23,3,0,Poison,,61,72,57,55,55,65,1,0,0,Nidorino_vs_Wynaut
Ghost,Grass,43,70,48,50,60,38,6,0,Water,,65,45,55,45,70,45,1,0,0,Phantump_vs_Seel
Grass,,75,98,63,98,63,101,5,0,Bug,Electric,70,77,60,97,60,108,5,0,0,Galvantula_vs_Simisage
Electric,,40,45,40,65,40,65,3,0,Rock,Water,30,80,90,55,45,55,1,0,1,Electrike_vs_Kabuto
Electric,Flying,90,90,85,125,90,100,1,1,Dark,Ice,70,120,65,45,85,125,4,0,0,Weavile_vs_Zapdos
Ground,Fire,100,180,160,150,90,90,3,1,Water,Ice,50,95,180,85,45,70,1,0,1,Cloyster_vs_Primal Groudon
Dragon,Fire,100,120,100,150,120,90,5,1,Fire,,45,60,40,70,50,45,3,0,1,Reshiram_vs_Torchic
Psychic,Flying,72,58,80,103,80,97,5,0,Fairy,,82,80,86,85,75,72,6,0,1,Sigilyph_vs_Slurpuff
Fairy,,54,45,47,75,98,52,6,0,Dark,,41,50,37,50,37,66,5,0,0,Floette_vs_Purrloin
Bug,Steel,70,150,140,65,100,75,2,0,Normal,,75,95,60,65,60,115,5,0,0,Cinccino_vs_Mega Scizor
Ghost,,60,60,60,105,105,105,4,0,Fire,Normal,86,68,72,109,66,106,6,0,0,Mismagius_vs_Pyroar
Psychic,,50,70,160,70,160,90,3,1,Electric,Grass,50,65,107,105,107,86,4,0,1,Deoxys Defense Forme_vs_Mow Rotom
Electric,,70,75,80,135,80,135,3,0,Electric,Steel,25,35,70,95,55,45,1,0,1,Magnemite_vs_Mega Manectric
Bug,,65,47,55,73,75,85,3,0,Normal,,80,80,80,55,55,90,3,0,0,Illumise_vs_Vigoroth
Normal,,84,71,43,71,43,48,3,0,Grass,Flying,55,45,50,45,65,80,2,0,0,Loudred_vs_Skiploom
Fairy,,78,52,60,63,65,23,6,0,Ice,Water,110,80,90,95,90,65,3,0,0,Spritzee_vs_Walrein
Water,,100,150,90,180,160,90,3,1,Ground,,100,150,140,100,90,90,3,1,0,Groudon_vs_Primal Kyogre
Water,,170,90,45,90,45,60,3,0,Bug,,45,30,35,20,20,45,1,0,1,Caterpie_vs_Wailord
Normal,,40,45,35,40,40,90,1,0,Water,Ghost,55,40,50,65,85,40,5,0,0,Frillish_vs_Meowth
Grass,Fairy,40,27,60,37,50,66,5,0,Fairy,Flying,85,50,95,120,115,80,4,0,0,Cottonee_vs_Togekiss
Dragon,Ground,68,90,65,50,55,82,4,0,Water,,65,80,80,59,63,58,2,0,1,Croconaw_vs_Gabite
Water,,55,65,35,60,30,85,4,0,Water,Rock,100,90,130,45,65,55,3,0,1,Buizel_vs_Relicanth
Dark,,70,90,70,60,60,70,3,0,Ice,,95,117,184,44,46,28,6,0,1,Avalugg_vs_Mightyena
Fighting,,120,100,85,30,85,45,5,0,Water,,65,80,80,59,63,58,2,0,0,Croconaw_vs_Throh
Rock,Steel,60,55,145,75,150,40,4,0,Electric,Steel,70,70,115,130,90,60,4,0,0,Magnezone_vs_Probopass
Electric,,55,40,40,65,45,35,2,0,Water,Dragon,90,120,100,150,120,100,4,1,0,Mareep_vs_Palkia
Grass,Flying,75,55,70,55,95,110,2,0,Normal,Flying,60,30,30,36,56,50,2,0,1,Hoothoot_vs_Jumpluff
Fire,,65,63,45,45,45,45,5,0,Fighting,Steel,70,145,88,140,70,112,4,0,0,Mega Lucario_vs_Tepig
